72	75
68	74
68	74
68	72
68	72
67	78
67	80
72	77
52	67
63	73
34	35
67	70
70	72
62	72
68	72
66	85
60	62
62	74
65	67
34	38
87	82
40	54
68	72
78	80
64	70
88	92
86	92
74	82
80	76
70	82
82	86
65	70
66	74
72	76
71	76
67	73
66	72
66	74
66	70
54	76
64	76
58	75
78	81
42	46
64	71
63	70
70	77
70	90
80	90
72	76
54	62
58	74
72	84
62	68
73	80
71	73
76	80
73	80
72	70
79	82
76	84
72	80
71	70
72	79
62	68
64	76
79	82
46	50
31	37
66	75
67	74
63	70
68	70
66	74
60	74
70	74
66	73
68	80
72	88
74	80
72	96
59	36
50	56
58	62
50	58
68	70
72	64
42	44
60	72
72	64
64	68
71	79
75	80
35	45
60	70
66	72
65	73
64	67
68	70
71	74
70	72
68	70
78	76
68	72
70	74
68	72
63	80
64	78
54	74
67	76
72	76
76	79
68	72
70	70
61	77
78	81
70	70
65	72
56	64
60	70
60	72
60	66
61	77
59	62
72	84
76	72
74	78
72	78
66	70
70	74
70	72
70	72
72	74
80	92
88	98
80	84
88	96
90	95
80	88
62	78
52	60
55	66
56	68
58	76
54	67
58	78
60	72
48	52
50	58
54	58
66	66
50	62
64	64
68	90
64	72
64	82
64	80
58	70
66	70
64	78
64	82
62	72
61	76
74	77
68	80
58	66
60	75
50	64
62	76
58	70
72	82
50	66
50	60
40	60
75	83
60	80
68	80
70	80
60	63
72	80
74	84
70	72
54	64
70	86
78	82
62	68
66	82
66	74
70	84
60	74
62	70
56	52
68	70
60	70
78	88
66	70
52	70
60	62
62	62
70	74
76	76
52	64
60	70
76	70
44	52
40	45
56	64
50	62
76	86
72	89
72	91
62	82
66	74
68	80
73	93
62	74
66	82
75	86
64	76
64	80
62	76
78	90
90	84
66	69
62	72
62	78
72	76
70	62
76	80
58	76
64	74
60	82
80	86
56	61
38	48
46	56
40	52
64	74
64	80
61	74
66	72
74	88
56	70
36	44
80	78
34	52
60	70
76	82
72	74
42	50
78	80
89	74
64	70
60	70
52	65
84	78
82	94
80	85
68	70
66	78
70	75
76	82
86	76
52	64
68	84
58	62
72	98
72	82
70	90
81	86
86	100
70	88
74	88
66	74
74	90
30	36
35	37
30	32
24	26
29	36
34	34
30	28
32	33
18	20
24	32
27	38
24	29
26	28
27	30
19	26
24	33
36	36
33	37
28	30
32	33
22	32
27	30
23	24
28	34
27	32
70	70
72	81
36	39
60	76
84	88
74	82
70	80
80	98
76	72
72	78
63	60
60	68
74	70
65	74
80	86
70	80
74	72
26	27
68	72
74	72
63	73
74	76
60	68
60	74
62	74
23	27
28	33
84	98
68	72
68	72
68	70
69	72
64	70
65	74
70	42
66	70
72	70
68	71
65	71
64	72
68	72
66	74
68	74
72	80
68	72
70	76
74	77
66	70
70	74
72	82
70	78
70	82
58	82
74	78
60	80
42	42
27	26
68	73
70	72
66	72
62	68
78	84
70	73
74	79
54	56
70	74
68	72
18	20
30	39
35	35
80	84
76	92
76	78
76	72
66	76
74	70
85	94
86	94
62	70
62	68
74	75
76	78
72	79
80	81
71	80
70	77
78	78
63	80
39	42
64	70
66	70
68	74
70	73
78	80
72	80
74	90
90	96
66	78
52	54
66	72
66	72
29	24
59	34
78	94
60	72
54	68
57	72
68	76
24	30
28	33
68	72
64	72
74	70
74	65
74	78
74	72
70	58
65	60
70	64
60	61
66	70
41	49
74	74
78	82
74	76
60	64
65	68
63	69
54	62
66	70
56	70
64	64
66	68
53	62
44	57
69	70
60	74
54	62
60	64
50	64
48	54
30	38
34	30
54	62
29	40
16	31
25	38
70	80
58	78
61	72
56	60
66	72
62	70
52	63
62	74
60	64
74	74
62	74
58	70
76	74
67	75
72	77
70	71
62	58
60	70
72	74
57	64
65	68
19	22
29	38
21	30
22	38
26	35
22	36
15	24
19	30
68	70
80	89
84	90
80	88
70	70
72	74
65	68
76	70
21	30
60	66
67	70
68	66
60	66
68	72
68	72
70	72
60	60
56	62
68	68
52	72
62	68
60	70
70	71
79	82
70	74
62	54
71	58
71	60
64	72
43	49
76	75
60	60
56	64
68	65
72	74
72	78
79	69
70	70
62	64
62	68
54	58
62	73
62	66
56	66
80	76
80	80
70	65
74	70
26	26
22	22
55	40
35	36
36	40
32	35
26	35
25	28
32	32
33	39
29	29
25	33
22	37
15	26
78	80
78	90
54	58
66	75
68	70
60	72
84	88
72	70
72	68
64	64
66	68
58	60
62	68
60	66
60	64
60	60
70	68
70	78
62	68
70	76
65	70
74	78
74	80
64	66
58	60
50	54
58	55
70	78
48	72
56	66
70	72
90	82
70	72
74	80
80	72
38	60
68	70
64	70
68	77
62	78
31	32
27	37
30	34
58	65
67	71
58	70
60	60
69	71
66	72
54	66
62	68
74	76
60	72
64	76
62	63
58	72
42	46
58	63
19	22
52	34
30	33
21	39
30	34
19	25
27	37
27	38
14	22
74	82
70	72
71	72
78	76
82	82
82	82
68	70
39	41
20	34
19	27
19	24
22	34
12	23
